1990,"Cross sectional echocardiographic identification of hypoplastic left heart syndrome and differentiation from other causes of right ventricular overload","Ludman P., Foale R., Alexander N., Nihoyannopoulos P.",00070769,"British Heart Journal",63, 6,4,0,1,0,1,0,5
1990,"Clinical significance of giant negative T waves in hypertrophic cardiomyopathy","Alfonso F., Nihoyannopoulos P., Stewart J., Dickie S., Lemery R., McKenna W.J.",07351097,"Journal of the American College of Cardiology",15, 5,28,1,0,0,1,0,29
1990,"Hypertrophic cardiomyopathy without hypertrophy: Two families with myocardial disarray in the absence of increased myocardial mass","McKenna W.J., Stewart J.T., Nihoyannopoulos P., McGinty F., Davies M.J.",00070769,"British Heart Journal",63, 5,74,5,1,0,6,0,80
1990,"Q waves in hypertrophic cardiomyopathy in relation to the distribution and severity of right and left ventricular hypertrophy","Lemery R., Kleinebenne A., Nihoyannopoulos P., Aber V., Alfonso F., McKenna W.J.",07351097,"Journal of the American College of Cardiology",16, 2,23,0,0,0,0,0,23
1990,"Cardiac abnormalities in systemic lupus erythematosus. Association with raised anticardiolipin antibodies","Nihoyannopoulos P., Gomez P.M., Joshi J., Loizou S., Walport M.J., Oakley C.M.",00097322,"Circulation",82, 2,133,4,5,0,9,0,142
1989,"Valvular insufficiency in dilated cardiomyopathy diagnosed by color Doppler echocardiography | Insuficiencia valvular en la miocardiopatía dilatada diagnosticada mediante ecocardiografía Doppler color.","Diaz R.A., Nihoyannopoulos P., Oakley C.M.",00349887,"Revista medica de Chile",117, 11,2,0,0,0,0,0,2
1989,"The natural history of left ventricular thrombus in myocardial infarction: A rationale in support of masterly inactivity","Nihoyannopoulos P., Smith G.C., Maseri A., Foale R.A.",07351097,"Journal of the American College of Cardiology",14, 4,27,3,2,1,6,0,33
1989,"Right ventricular pacing wire thrombus presenting as pyrexia of unknown origin","Grunewald R.A., Smith P.L.C., Nihoyannopoulos P., Playford R.J., Levi S., Hodgson H.J.F.",01609289,"Clinical Cardiology",12, 2,4,0,0,0,0,0,4
1988,"Mitral regurgitation in hypertrophic cardiomyopathy. A color Doppler echocardiographic study","Yonezawa Y., Nihoyannopoulos P., McKenna W.J., Doi Y.L., Ozawa T.",02584425,"American Journal of Noninvasive Cardiology",2, 4-5,1,0,0,0,0,0,1
1988,"Right atrial thrombus mimicking myxoma","Nihoyannopoulos P., Isaacs J., Bidstrup B., Oakley C.M.",07308396,"Journal of Cardiovascular Ultrasonography",7, 3,0,0,0,0,0,0,0
1988,"Segmental abnormalities of left ventricular contraction in dilated cardiomyopathy | Anormalidades segmentarias de la contracción ventricular izquierda en la miocardiopatía dilatada.","Diaz R.A., Chamorro G., Nihoyannopoulos P., Foale R.A., Oakley C.M.",00349887,"Revista medica de Chile",116, 2,0,0,0,0,0,0,0
1988,"Doppler characteristics of normal pericardial bioprostheses (Abstract)","Nadazdin A., Kambouroglou D., Joshi J., Nihoyannopoulos P., Smith P., Taylor K.M.",00325473,"Postgraduate Medical Journal",64, 756,0,0,0,0,0,0,0
1988,"Arrhythmia and prognosis in infants, children and adolescents with hypertrophic cardiomyopathy","McKenna W.J., Franklin R.C.G., Nihoyannopoulos P., Robinson K.C., Deanfield J.E.",07351097,"Journal of the American College of Cardiology",11, 1,83,5,3,0,8,0,91
1988,"Echocardiographic measurement of right ventricular wall thickness in hypertrophic cardiomyopathy: Relation to clinical and prognostic features","McKenna W.J., Kleinebenne A., Nihoyannopoulos P., Foale R.",07351097,"Journal of the American College of Cardiology",11, 2,31,4,0,0,4,0,35
1987,"Accuracy of two-dimensional echocardiography in the diagnosis of aortic arch obstruction","Nihoyannopoulos P., Karas S., Sapsford R.N., Hallidie-Smith K., Foale R.",07351097,"Journal of the American College of Cardiology",10, 5,14,1,3,0,4,0,18
1987,"Left ventricular thrombosis detected by two-dimensional echocardiography in dilated cardiomyopathy | Trombosis intraventricular izquierda detectada por ecocardiografía bidimensional en la miocardiopatía dilatada.","Diaz R.A., Foale R.A., Nihoyannopoulos P., Chamorro G., Oakley C.M.",00349887,"Revista medica de Chile",115, 5,0,0,0,0,0,0,0
1987,"Sarcoidosis: A pattern of clinical and morphological presentation","Valantine H., McKenna W.J., Nihoyannopoulos P.",00070769,"British Heart Journal",57, 3,41,1,3,1,5,0,46
1987,"Congenital fistula between the aorta and left atrium","Nihoyannopoulos P., Sapsford R., Oakley C.M.",00070769,"British Heart Journal",57, 4,3,0,1,0,1,0,4
1986,"The value of cross-sectional echocardiography in detecting perioperative myocardial infarction following coronary artery bypass graft surgery","Ribeiro P.A., Foale R.A., Nihoyannopoulos P.",0195668X,"European Heart Journal",7, 12,2,0,0,0,0,0,2
1986,"Transient myocardial ischemia during daily life in patients with syndrome X","Kaski J.C., Crea F., Nihoyannopoulos P.",00029149,"American Journal of Cardiology",58, 13,43,3,2,1,6,0,49
1986,"Left atrial myxoma: New perspectives in the diagnosis of murmur free cases","Nihoyannopoulos P., Venkatesan P., David J.",00070769,"British Heart Journal",56, 6,1,1,0,0,1,0,2
1986,"Echocardiographic measurement of the normal adult right ventricle","Foale R., Nihoyannopoulos P., McKenna W.",00070769,"British Heart Journal",56, 1,124,16,13,5,34,0,158
1986,"Echocardiographic assessment of the right ventricle in Ebstein's anomaly: Relation to clinical outcome","Nihoyannopoulos P., McKenna W.J., Smith G., Foale R.",07351097,"Journal of the American College of Cardiology",8, 3,16,2,2,0,4,0,20
1986,"Right ventricular abnormalities in ventricular tachycardia of right ventricular origin: Relation to electrophysiological abnormalities","Foale R.A., Nihoyannopoulos P., Ribeiro P.",00070769,"British Heart Journal",56, 1,15,1,0,0,1,0,16
1985,"Pericarditis in infective endocarditis","Ribeiro P., Shapiro L., Nihoyannopoulos P.",0195668X,"European Heart Journal",6, 11,2,0,0,0,0,0,2
1985,"Myocardial depression and nephrotic syndrome in Streptococcus sanguis endocarditis","Hackett D., Nihoyannopoulos P., Weston C., Oakley C.M.",,"Quarterly Journal of Medicine",57, 224,0,0,0,0,0,0,0
1985,"Role of transient ischaemia and perioperative myocardial infarction in the genesis of new septal wall motion abnormalities after coronary bypass surgery","Ribeiro P., Nihoyannopoulos P., Farah S.",00070769,"British Heart Journal",54, 2,6,1,0,0,1,0,7
1985,"Duration of symptoms and the effects of a more aggressive surgical policy: Two factors affecting prognosis of infective endocarditis","Nihoyannopoulos P., Oakley C.M., Exadactylos N.",0195668X,"European Heart Journal",6, 5,18,0,0,0,0,0,18
1985,"Intracardiac contrast echoes during intravenous His bundle ablation","Rowland E., Foale R., Nihoyannopoulos P.",00070769,"British Heart Journal",53, 3,0,0,0,0,0,0,0
1982,"Shortened aortic ejection period with consequent apparent early diastolic murmur in mitral valve prolapse syndrome","Venetis C., Soumelas N., Nihoyannopoulos P., Vasileiades J.",00028703,"American Heart Journal",103, 5,0,0,0,0,0,0,0
1982,"The diagnosis of adult pulmonary hypertension by echocardiography | DIAGNOSTIC ECHOGRAPHIQUE DE L'HYPERTENSION ARTERIELLE PULMONAIRE CHEZ L'ADULTE","Nihoyannopoulos P., Dickele M.C., Gauthier J.",00039683,"Archives des Maladies du Coeur et des Vaisseaux",75, 2,1,0,0,0,0,0,1
1980,"A rare differential diagnosis from pericardial effusion in echocardiography: giant left atrium | UN DIAGNOSTIC DIFFERENTIEL RARE DE L'EPANCHEMENT PERICARDIQUE EN ECHOGRAPHIE: L'OREILLETTE GAUCHE GEANTE","Dickele M.C., Nihoyannopoulos P., Campos A.",00033928,"Annales de Cardiologie et d'Angeiologie",29, 2,0,0,0,0,0,0,0
