,"Authors: Jarvelin, Marjo Riitta;Järvelin, Marjo Ritta",,,,,,,,,,,
2002,Seasonality of birth in patients with type 1 diabetes [1] (multiple letters),"Muntoni S., Gurwitz D., Weizman A., Hypponen E., Jarvelin M.-R., Virtanen S., Mathieu C., Van Etten E., Gysemans C., Decallonne B., Bouillon R., Karvonen M., Muntoni S., Tuomilehto J., Koeleman B.P.C., Valdigem G., Eerligh P., Giphart M.J., Roep B.O.",1406736,Lancet,359,9313,7,1,4,5,2,14
2001,Linguistic skills in relation to neurological findings at 8 years of age in children born preterm,"Yliherva A., Olsen P., Jarvelin M.-R.",14015439,Logopedics Phoniatrics Vocology,26,2,0,1,0,1,0,1
2001,Prevalence and sociodemographic correlates of alexithymia in a population sample of young adults,"Kokkonen P., Karvonen J.T., Veijola J., Laksy K., Jokelainen J., Jarvelin M.-R., Joukamaa M.",0010440X,Comprehensive Psychiatry,42,6,16,6,10,16,8,40
2001,"Fears, sexual disturbances and personality features in men with prostatitis: A population-based cross-sectional study in Finland","Mehik A., Hellstrom P., Sarpola A., Lukkarinen O., Jarvelin M.-R.",14644096,BJU International,88,1,23,9,11,20,4,47
2001,"Increased lifetime prevalence of dental trauma is associated with previous non-dental injuries, mental distress and high alcohol consumption","Perheentupa U., Laukkanen P., Veijola J., Joukamaa M., Jarvelin M.-R., Laitinen J., Oikarinen K.",16004469,Dental Traumatology,17,1,3,2,1,3,1,7
2001,Linguistic and motor abilities of low-birthweight children as assessed by parents and teachers at 8 years of age,"Yliherva A., Olsen P., Maki-Torkko E., Koiranen M., Jarvelin M.-R.",8035253,"Acta Paediatrica, International Journal of Paediatrics",90,12,9,3,1,4,2,15
2001,Juvenile and early adulthood smoking and adult educational achievements - A 31-year follow-up of the Northern Finland 1966 Birth Cohort,"Isohanni I., Jarvelin M.-R., Rantakallio P., Jokelainen J., Jones P.B., Nieminen P., Croudace T., Isohanni M.",14034948,Scandinavian Journal of Public Health,29,2,5,0,0,0,1,6
2001,Increased risk of violent recidivism among adult males is related to single-parent family during childhood: The Northern Finland 1966 Birth Cohort Study,"Koskinen O., Sauvola A., Valonen P., Hakko H., Jarvelin M.-R., Rasanen P.",9585184,Journal of Forensic Psychiatry,12,3,2,2,0,2,0,4
2001,No association of the -521 C/T polymorphism in the promoter of DRD4 with novelty seeking,"Ekelund J., Suhonen J., Jarvelin M.-R., Peltonen L., Lichtermann D.",13594184,Molecular Psychiatry,6,6,17,4,1,5,0,22
2001,Intake of vitamin D and risk of type 1 diabetes: A birth-cohort study,"Hypponen E., Laara E., Reunanen A., Jarvelin M.-R., Virtanen S.M.",1406736,Lancet,358,9292,208,68,91,159,40,407
2001,Mortality of young adults in relation to single-parent family background a prospective study of the Northern Finland 1966 birth cohort,"Sauvola A., Rasanen P.K., Joukamaa M.I., Jokelainen J., Jarvelin M.-R., Isohanni M.K.",11011262,European Journal of Public Health,11,3,10,1,2,3,1,14
2001,Association of Symptoms of TMD and Orofacial Pain with Alexithymia: An Epidemiological Study of the Northern Finland 1966 Birth Cohort,"Sipila K., Veijola J., Jokelainen J., Jarvelin M.-R., Oikarinen K.S., Raustia A.M., Joukamaa M.",8869634,Cranio,19,4,4,3,0,3,3,10
2001,Early developmental milestones in adult schizophrenia and other psychoses. A 31-year follow-up of the Northern Finland 1966 Birth Cohort,"Isohanni M., Jarvelin M.-R., Jones P.B., Moilanen K., Rantakallio P., Veijola J., Oja H., Koiranen M., Jokelainen J., Croudace T.",9209964,Schizophrenia Research,52, 1-2,37,10,6,16,3,56
2001,"Family social class, maternal body mass index, childhood body mass index, and age at menarche as predictors of adult obesity","Laitinen J., Power C., Jarvelin M.-R.",29165,American Journal of Clinical Nutrition,74,3,69,16,13,29,14,112
2001,Genetic architecture of temperament [12],"Lichtermann D., Ekelund J., Peltonen L., Jarvelin M.-R., Herbst J.H., Zonderman A.B., McCrae R.R., Costa P.T. Jr.",0002953X,American Journal of Psychiatry,158,8,3,0,1,1,0,4
2001,Association between Symptoms of Temporomandibular Disorders and Depression: An Epidemiological Study of the Northern Finland 1966 Birth Cohort,"Sipila K., Veijola J., Jokelainen J., Jarvelin M.-R., Oikarinen K.S., Raustia A.M., Joukamaa M.",8869634,Cranio,19,3,22,0,3,3,3,28
2001,The one-child family and violent criminality: A 31-year follow-up study of the northern Finland 1966 birth cohort,"Kemppainen L., Jokelainen J., Jarvelin M.-R., Isohanni M., Rasanen P.",0002953X,American Journal of Psychiatry,158,6,8,1,1,2,1,11
2001,Psychometric properties of the Finnish 20-item Toronto Alexithymia Scale,"Joukamaa M., Jarvelin M.-R., Miettunen J., Kokkonen P., Koskinen M., Julkunen J., Kauhanen J., Jokelainen J., Veijola J., Laksy K.",8039488,Nordic Journal of Psychiatry,55,2,26,9,7,16,4,46
2001,Caesarean section and risk of asthma and allergy in adulthood,"Xu B., Pekkanen J., Hartikainen A.-L., Jarvelin M.-R.",916749,Journal of Allergy and Clinical Immunology,107,4,23,4,10,14,3,40
2001,Educational consequences of mental disorders treated in hospital. A 31-year follow-up of the Northern Finland 1966 Birth Cohort,"Isohanni I., Jones P.B., Jarvelin M.-R., Nieminen P., Rantakallio P., Jokelainen J., Croudace T.J., Isohanni M.",332917,Psychological Medicine,31,2,14,3,1,4,3,21
2001,An examination between single-parent family background and drunk driving in adulthood: Findings from the Northern Finland 1966 Birth Cohort,"Sauvola A., Miettunen J., Jarvelin M.-R., Rasanen P.",1456008,Alcoholism: Clinical and Experimental Research,25,2,4,0,1,1,0,5
2001,Gestational age and occurrence of atopy at age 31 - A prospective birth cohort study in Finland,"Pekkanen J., Xu B., Jarvelin M.-R.",9547894,Clinical and Experimental Allergy,31,1,35,5,4,9,1,45
2000,Suicidal behavior in patients with schizophrenia is related to COMT polymorphism,"Nolan K.A., Kotilainen I., Rasanen P., Isohanni M., Jarvelin M.-R., Karvonen M.K., Volavka J., Czobor P., Cseh A., Lachman H., Saito T., Tiihonen J., Putkonen A., Hallikainen T.",9558829,Psychiatric Genetics,10,3,38,6,12,18,3,59
2000,Regional equity in childhood health - Register-based follow-up of the Finnish 1987 birth cohort,"Gissler M., Keskimaki I., Teperi J., Jarvelin M.-R., Hemminki E.",13538292,Health and Place,6,4,1,0,0,0,1,2
2000,Single-parent family background and physical illness in adulthood: A follow-up study of the Northern Finland 1966 Birth Cohort: Original article,"Sauvola A., Makikyra T., Jokelainen J., Joukamaa M., Jarvelin M.-R., Isohanni M.",14034948,Scandinavian Journal of Public Health,28,2,1,0,0,0,0,1
2000,Language abilities of 8-year-old preterm children among the northern Finland 1-year birth cohort for 1985-1986,"Yliherva A., Olsen P., Suvanto A., Jarvelin M.-R.",14015439,Logopedics Phoniatrics Vocology,25,3,3,0,0,0,0,3
2000,Body build and atopy,"Xu B., Jarvelin M.-R., Pekkanen J.",916749,Journal of Allergy and Clinical Immunology,105,2,20,2,2,4,2,26
2000,Obstetric complications and asthma in childhood,"Xu B., Pekkanen J., Jarvelin M.-R.",2770903,Journal of Asthma,37,7,23,2,5,7,4,34
2000,Epidemiology of prostatitis in Finnish men: A population-based cross-sectional study,"Mehik A., Hellstrom P., Lukkarinen O., Sarpola A., Jarvelin M.-R.",14644096,BJU International,86,4,53,12,11,23,3,79
2000,School predictors of schizophrenia [2],"Isohanni M., Isohanni I., Nieminen P., Jokelainen J., Jarvelin M.-R.",0003990X,Archives of General Psychiatry,57,8,5,0,0,0,1,6
2000,Maternal age at menarche and atopy among offspring at the age of 31 years,"Xu B., Jarvelin M.-R., Hartikainen A.-L., Pekkanen J.",406376,Thorax,55,8,19,0,1,1,0,20
2000,Fetal and infant markers of adult heart diseases,Jarvelin M.-R.,13556037,Heart,84,2,7,1,1,2,1,10
2000,Commentary: Empirically supported treatments in pediatric psychology: Nocturnal enuresis,Jarvelin M.-R.,1468693,Journal of Pediatric Psychology,25,4,1,0,0,0,0,1
2000,Psychiatric admissions at different levels of the national health care services and male criminality: The Northern Finland 1966 Birth Cohort study,"Timonen M., Miettunen J., Hakko H., Jarvelin M.-R., Veijola J., Kinnunen J., Rasanen P.",9337954,Social Psychiatry and Psychiatric Epidemiology,35,5,3,0,1,1,0,4
2000,Comparison between research data and routinely collected register data for studying childhood health,"Gissler M., Jarvelin M.-R., Hemminki E.",3932990,European Journal of Epidemiology,16,1,4,0,1,1,0,5
2000,Drunk driving and mental disorders (multiple letters),"Smith M., Rasanen P., Hakko H., Valonen P., Jarvelin M.-R.",1406736,Lancet,355,9207,0,0,0,0,0,0
2000,Can children's health be predicted by perinatal health? (multiple letters),"Sauitz D.A., Gissler M., Jarvelin M.-R., Louhiala P., Rahkonen O., Hemminki E.",3005771,International Journal of Epidemiology,29,1,1,0,0,0,0,1
2000,Is grand multiparity associated with offsprings' hospital-treated mental disorders? A 28-year follow-up of the North Finland 1966 birth cohort,"Kemppainen L., Makikyro T., Jokelainen J., Nieminen P., Jarvelin M.-R., Isohanni M.",9337954,Social Psychiatry and Psychiatric Epidemiology,35,3,12,0,1,1,1,14
2000,Facial Pain and Temporomandibular Disorders: An Epidemiological Study of the Northern Finland 1966 Birth Cohort,"Rauhala K., Oikarinen K.S., Jarvelin M.-R., Raustia A.M.",8869634,Cranio,18,1,19,2,2,4,1,24
2000,Adolescence predictors of physical inactivity in adulthood,"Tammelin T., Rintamaki H., Nayha S., Jarvelin M.-R., Heikkinen E.",2640414,Journal of Sports Sciences,18,7,0,0,0,0,0,0
1999,Cohesion and parents' social relations in families with a child with disability or chronic illness,"Taanila A., Jarvelin M.-R., Kokkonen J.",3425282,International Journal of Rehabilitation Research,22,2,12,1,1,2,0,14
1999,Transmission of primary nocturnal enuresis and attention deficit hyperactivity disorder,Jarvelin M.-R.,8035253,"Acta Paediatrica, International Journal of Paediatrics",88,12,1,0,0,0,0,1
1999,"Early-onset drunk driving, violent criminality, and mental disorders","Rasanen P., Hakko H., Jarvelin M.-R.",1406736,Lancet,354,9192,6,1,2,3,0,9
1999,Maternal infections in pregnancy and the development of asthma among offspring,"Xu B., Pekkanen J., Jarvelin M.-R., Olsen P., Hartikainen A.-L.",3005771,International Journal of Epidemiology,28,4,24,5,6,11,4,39
1999,Prenatal factors and occurrence of rhinitis and eczema among offspring,"Xu B., Jarvelin M.-R., Pekkanen J.",1054538,Allergy: European Journal of Allergy and Clinical Immunology,54,8,25,1,1,2,3,30
1999,Association between novelty seeking and the type 4 dopamine receptor gene in a large Finnish cohort sample,"Ekelund J., Lichtermann D., Jarvelin M.-R., Peltonen L.",0002953X,American Journal of Psychiatry,156,9,57,10,3,13,2,72
1999,Can excellent school performance be a precursor of schizophrenia? A 28- year follow-up in the Northern Finland 1966 birth cohort,"Isohanni I., Jarvelin M.-R., Jones P., Jokelainen J., Isohanni M.",0001690X,Acta Psychiatrica Scandinavica,100,1,28,2,4,6,1,35
1999,Nocturnal enuresis,Jarvelin M.-R.,8035253,"Acta Paediatrica, International Journal of Paediatrics",88,6,2,0,1,1,0,3
1999,Prenatal and perinatal risk factors for psychiatric diseases of early onset (multiple letters) [4],"Rasanen P., Hakko H., Jarvelin M.-R., Hultman C.M.",9598146,British Medical Journal,318,7198,1,0,1,1,0,2
1999,Maternal smoking during pregnancy and risk of criminal behavior among adult male offspring in the northern Finland 1966 birth cohort,"Rasanen P., Hakko H., Isohanni M., Hodgins S., Jarvelin M.-R., Tiihonen J.",0002953X,American Journal of Psychiatry,156,6,61,8,9,17,3,81
1999,Can children's health be predicted by perinatal health?,"Gissler M., Jarvelin M.-R., Louhiala P., Rahkonen O., Hemminki E.",3005771,International Journal of Epidemiology,28,2,4,0,4,4,0,8
1999,Boys have more health problems in childhood than girls: Follow-up of the 1987 Finnish birth cohort,"Gissler M., Jarvelin M.-R., Louhiala P., Hemminki E.",8035253,"Acta Paediatrica, International Journal of Paediatrics",88,3,38,5,4,9,3,50
1999,Is a large body size during childhood a risk factor for later aggression? [2] (multiple letters),"Rasanen P., Hakko H., Jarvelin M.-R., Tiihonen J., Raine A., Reynolds C., Mednick S., Venables P.H., Farrington D.",0003990X,Archives of General Psychiatry,56,3,1,1,0,1,0,2
1999,Schizophrenia and seasonality of admissions: The Northern Finland 1966 birth cohort study,"Rasanen P., Hakko H., Jarvelin M.-R., Isohanni M., Tiihonen J.",9209964,Schizophrenia Research,35,2,2,0,0,0,1,3
1998,A follow-up of enuresis from childhood to adolescence,"Moilanen I., Tirkkonen T., Jarvelin M.R., Linna S.L., Almqvist F., Piha J., Rasanen E., Tamminen T.",71331,British Journal of Urology,81,3,13,2,2,4,2,19
1998,Parental age gap and child sex ratio - Fact or fiction? [4],"Hakko H., Rasanen P., Jarvelin M.-R., Tiihonen J.",3005771,International Journal of Epidemiology,27,5,0,0,0,0,0,0
1998,Aetiology and risk indicators of hearing impairments in a one-year birth cohort for 1985-86 in Northern Finland,"Maki-Torkko E.M., Jarvelin M.-R., Sorri M.J., Muhli A.A., Oja H.F.V.",1050397,Scandinavian Audiology,27,4,0,1,0,1,0,1
1998,Health registers as a feasible means of measuring health status in childhood - A 7-year follow-up of the 1987 Finnish birth cohort,"Gissler M., Hemminki E., Louhiala P., Jarvelin M.-R.",2695022,Paediatric and Perinatal Epidemiology,12,4,12,1,1,2,0,14
1998,Mortality and hospitalizations of 24-year-old members of the low- birthweight cohort in Northern Finland,"Xu B., Rantakallio P., Jarvelin M.-R.",10443983,Epidemiology,9,6,7,0,0,0,0,7
1998,Offspring of depressed mothers (multiple letters),"Veijola J., Maki P., Joukamaa M., Jarvelin M.-R., Rantakallio P., Isohanni M., Weissman M.M.",0003990X,Archives of General Psychiatry,55,10,2,0,1,1,0,3
1998,Comorbidity of hospital-treated psychiatric and physical disorders with special reference to schizophrenia: A 28 year follow-up of the 1966 Northern Finland general population birth cohort,"Makikyro T., Karvonen J.T., Hakko H., Nieminen P., Joukamaa M., Isohanni M., Jones P., Jarvelin M.-R.",333506,Public Health,112,4,22,2,5,7,4,33
1998,Hospital-Treated Psychiatric Disorders in Adults with a Single-Parent and Two-Parent Family Background: A 28-Year Follow-up of the 1966 Northern Finland Birth Cohort,"Makikyro T., Sauvola A., Moring J., Veijola J., Nieminen P., Jarvelin M.-R., Isohanni M.",147370,Family Process,37,3,18,2,2,4,1,23
1998,Maternal Smoking in Pregnancy and Sex Differences in Perinatal Death between Boys and Girls,"Xu B., Jarvelin M.-R., Rantakallio P.",0037766X,Social Biology,45, 3-4,2,0,0,0,0,2
1998,Psychological findings in preterm children related to neurologic status and magnetic resonance imaging,"Olsen P., Vainionpaa L., Paakko E., Korkman M., Pyhtinen J., Jarvelin M.-R.",314005,Pediatrics,102, 2 I,61,10,5,15,4,80
1998,Trends and international comparisons in infertility in circumpolar areas.,"Raitio A., Jarvelin M.R., Joffe M., Martikainen H., Hartikainen A.L.",12399736,International journal of circumpolar health,57, 2-3,0,0,0,0,0,0
1998,Well-being and health. Background to the northern Finland 1966 birth cohort research.,"Sorri M., Jarvelin M.R.",12399736,International journal of circumpolar health,57, 2-3,4,1,0,1,0,5
1998,School performance as a predictor of psychiatric hospitalization in adult life. A 28-year follow-up in the northern finland 1966 birth cohort,"Isohanni I., Jarvelin M.-R., Nieminen P., Jones P., Rantakallio P., Jokelainen J., Isohanni M.",332917,Psychological Medicine,28,4,38,3,3,6,2,46
1998,Health trends in northern Finland.,"Nayha S., Jarvelin M.R.",12399736,International journal of circumpolar health,57, 2-3,1,1,1,2,0,3
1998,Intrauterine and life course factors in the aetiology of adult cardiovascular disease.,"Jarvelin M.R., Lauren L., Chee D., Vartiainen E.",12399736,International journal of circumpolar health,57, 2-3,2,0,0,0,1,3
1998,Polycystic ovary syndrome and hyperandrogenism as a risk factor for cardiovascular disease.,"Martikainen H., Ruokonen A., Hartikainen A.L., Jarvelin M.R.",12399736,International journal of circumpolar health,57, 2-3,2,1,0,1,0,3
1998,Social class differences in health until the age of seven years among the Finnish 1987 birth cohort,"Gissler M., Rahkonen O., Jarvelin M.-R., Hemminki E.",2779536,Social Science and Medicine,46,12,34,0,2,2,2,38
1998,Early developmental differences between DSM-III-R schizophrenics treated with clozapine and typical neuroleptics,"Makikyro T., Leinonen E., Koponen H., Jarvelin M.-R., Hakko H., Saarnisaari O., Isohanni M.",223956,Journal of Psychiatric Research,32,2,0,0,0,0,0,0
1998,Conditions for paediatric hearing screening: A survey in 28 Finnish child welfare clinics,"Maki-Torkko E., Sorri M., Jarvelin M.-R.",333506,Public Health,112,1,0,0,0,0,0,0
1998,Schizophrenia among patients treated for rheumatoid arthritis and appendicitis,"Lauerma H., Lehtinen V., Joukamaa M., Jarvelin M.-R., Helenius H., Isohanni M.",9209964,Schizophrenia Research,29,3,7,4,0,4,0,11
1997,Ecological and individual predictors of birthweight in a northern Finland birth cohort 1986,"Jarvelin M.-R., Elliott P., Kleinschmidt I., Martuzzi M., Grundy C., Hartikainen A.-L., Rantakallio P.",2695022,Paediatric and Perinatal Epidemiology,11,3,17,2,2,4,7,28
1997,Maternal menstrual history and small-for-gestational-age births in a population-based Chinese birth cohort,"Xu B., Jarvelin M.-R., Xu X., Wang Z., Qin H., Rimpela A.",3783782,Early Human Development,49,3,7,0,0,0,0,7
1997,A new dawn for longitudinal studies.,Jarvelin M.R.,12399736,International journal of circumpolar health,56,4,0,0,0,0,0,0
1997,Effect of hearing impairment on educational outcomes and employment up to the age of 25 years in northern Finland,"Jarvelin M.-R., Maki-Torkko E., Sorri M.J., Rantakallio P.T.",3005364,British Journal of Audiology,31,3,9,1,2,3,1,13
1997,Sex Differentials in Perinatal Mortality in China and Finland,"Xu B., Rantakallio P., Jarvelin M.-R., Fang X.L.",0037766X,Social Biology,44, 3-4,1,0,0,0,0,1
1997,Magnetic resonance imaging of periventricular leukomalacia and its clinical correlation in children,"Olsen P., Paakko E., Vainionpaa L., Pyhtinen J., Jarvelin M.-R.",3645134,Annals of Neurology,41,6,59,6,5,11,6,76
1997,Prevalence figures for mild hearing impairments cannot be based on clinical data,"Sorri M., Maki-Torkko E., Jarvelin M.-R., Oja H.",16489,Acta Oto-Laryngologica,117,2,3,0,1,1,1,5
1997,More education in paediatric audiology needed for child welfare clinic nurses and doctors,"Maki-Torkko E., Sorri M., Jarvelin M.-R.",333506,Public Health,111,2,2,0,0,0,0,2
1996,The long-term effects of children's early-onset disability on marital relationships,"Taanila A., Kokkonen J., Jarvelin M.-R.",121622,Developmental Medicine and Child Neurology,38,7,29,0,2,2,1,32
1995,Health and social standing of young men viewed in light of information on their childhood and adolescence,"Pietila A.-M., Jarvelin M.-R.",207489,International Journal of Nursing Studies,32,6,7,0,1,1,0,8
1995,"Maternal determinants of birth weight: a population-based sample from Qingdao, China.","Xu B., Jarvelin M.R., Lu H., Xu X., Rimpela A.",0037766X,Social biology,42, 3-4,10,1,0,1,1,12
1995,Pre-pregnancy weight and its relation to pregnancy outcome,"Lumme R., Rantakallio P., Hartikainen A.-L., Jarvelin M.-R.",1443615,Journal of Obstetrics and Gynaecology,15,2,6,1,2,3,0,9
1995,Epidemiology of preterm delivery in two birth cohorts with an interval of 20 years,"Olsen P., Laara E., Rantakallio P., Jarvelin M.-R., Sarpola A., Hartikainen - A.L.",29262,American Journal of Epidemiology,142,11,45,3,5,8,1,54
1994,Life control among young men in view of their childhood and adolescence,"Pietila A.-M., Hentinen M., Jarvelin M.-R.",2839318,Scandinavian Journal of Caring Sciences,8,4,3,0,1,1,0,4
1994,Sex differences of infant and child mortality in China,"Xu B., Rimpela A., Jarvelin M.-R., Nieminen M.",3008037,Scandinavian Journal of Social Medicine,22,4,10,1,0,1,1,12
1994,"Eltoprazine in aggressive mentally handicapped patients: A double-blind, placebo- and baseline-controlled multi-centre study","De Koning P., Arumainayagam M., Browne R.V., Tyrer S.P., Read S.G., Jones A., Sacks B.I., Tokola R., Kaski M., Jarvelin M., Hagert U., Mak M., De Vries M.H., Allsopp L.F., Stevens R.B., Verbruggen R., Van Den Borre R., Van Peteghem P., Kohen D.",2681315,International Clinical Psychopharmacology,9,3,9,1,0,1,0,10
1993,The starting time of prenatal care and pregnancy outcome | Onko äitiysneuvolakäyntien aloittamisajalla merkitystä?,"Lumme R., Jarvelin M.R., Rantakallio P., Hartikainen-Sorri A.L.",127183,Duodecim,109,4,0,0,0,0,0,0
1993,Labour induction policy in hospitals of different levels of specialisation,"Jarvelin M.-R., Hartikainen-Sorri A.-L., Rantakallio P.",3065456,British Journal of Obstetrics and Gynaecology,100,4,33,7,5,12,6,51
1991,Screening of urinary tract abnormalities among day and nightwetting children,"Jarvelin M.R., Huttunen N.-P., Seppanen J., Seppanen U., Moilanen I.",0931041X,Pediatric Nephrology,5,4,0,0,0,0,0,0
1991,Aetiological and precipitating factors for childhood enuresis,"Jarvelin M.R., Moilanen I., Kangas P., Moring K., Vikeainen-Tervonen L., Huttunen N.-P., Seppanen J.",0001656X,Acta Paediatrica Scandinavica,80,3,32,1,5,6,0,38
1990,Life changes and protective capacities in enuretic and non-enuretic children,"Jarvelin M.R., Moilanen I., Vikevainen-Tervonen L., Huttunen N.P.",219630,Journal of Child Psychology and Psychiatry and Allied Disciplines,31,5,27,2,3,5,0,32
1990,Screening of urinary tract abnormalities among day and nightwetting children,"Jarvelin M.R., Huttunen N.-P., Seppanen J., Seppanen U., Moilanen I.",365599,Scandinavian Journal of Urology and Nephrology,24,3,22,0,2,2,0,24
1990,Development of bowel and bladder control in the mentally retarded,"Von Wendt L., Simila S., Niskanen P., Jarvelin M.-R.",121622,Developmental Medicine and Child Neurology,32,6,14,3,2,5,1,20
1990,Bladder function in the mentally retarded,"Hellstrom P.A., Jarvelin M.-R., Kontturi M.J., Huttunen N.-P.",71331,British Journal of Urology,66,5,1,0,0,0,1,2
1989,Developmental history and neurological findings in enuretic children,Jarvelin M.R.,121622,Developmental Medicine and Child Neurology,31,6,32,1,2,3,1,36
1988,Enuresis in seven-year-old children,"Jarvelin M.R., Vikevainen-Tervonen L., Moilanen I., Huttunen N.-P.",0001656X,Acta Paediatrica Scandinavica,77,1,79,5,5,10,2,91
1987,Personality and family characteristics of enuretic children,"Moilanen I., Jarvelin M.R., Vikevainen-Tervonen L., Huttunen N.-P.",,Psychiatria Fennica,18, ,7,0,0,0,0,7
