Source Title	Print-ISSN
American Journal of Preventive Medicine	7493797
American journal of proctology	29521
American Journal of Proctology Gastroenterology and Colon and Rectal Surgery	1626566
American Journal of Psychiatric Rehabilitation	15487768
American Journal of Psychiatry	0002953X
American Journal of Psychoanalysis	29548
American Journal of Public Health	900036
American journal of public health and the nation's health	29572
American Journal of Reproductive Immunology	10467408
American Journal of Reproductive Immunology and Microbiology	87558920
American Journal of Respiratory and Critical Care Medicine	1073449X
American Journal of Respiratory Cell and Molecular Biology	10441549
American Journal of Respiratory Medicine	11756365
American Journal of Rhinology	10506586
American Journal of Rhinology & Allergy	19458924
American Journal of Roentgenology	0361803X
American Journal of Speech-Language Pathology	10580360
American Journal of Sports Medicine	3635465
American Journal of Surgery	29610
American Journal of Surgical Pathology	1475185
"American journal of syphilis, gonorrhea, and venereal diseases"	966738
American Journal of the Medical Sciences	29629
American Journal of Therapeutics	10752765
American Journal of Translational Research	19438141
American Journal of Transplantation	16006135
American Journal of Tropical Medicine and Hygiene	29637
American Journal of Urology Review	15428745
American Journal of Veterinary Research	29645
American Journal on Addictions	10550496
American journal on intellectual and developmental disabilities	19447515
American Journal on Mental Retardation	8958017
American laundry digest	29718
American Lung Association bulletin	925659
American Naturalist	30147
American Nurses Association Publications	
American Orthoptic Journal	0065955X 
American Review of Respiratory Disease	30805
"American Society of Civil Engineers, Journal of the Environmental Engineering Division"	903914
American Studies	263079
American studies international	0883105X 
American Surgeon	31348
AMHA - Acta Medico-Historica Adriatica	13344366
AMIA . Annual Symposium proceedings [electronic resource] / AMIA Symposium. AMIA Symposium	
AMRO	
Amyloid : the international journal of experimental and clinical investigation : the official journal of the International Society of Amyloidosis	13506129
Amyotrophic Lateral Sclerosis	17482968
Amyotrophic Lateral Sclerosis and Other Motor Neuron Disorders	14660822
Anadolu Kardiyoloji Dergisi	13028723
Anadolu Psikiyatri Dergisi	13026631
Anaerobe	10759964
Anaesthesia	32409
Anaesthesia and Intensive Care	0310057X
Anaesthesia and Intensive Care Medicine	14720299
"Anaesthesia, Pain and Intensive Care"	16078322
Anaesthesiologie und Reanimation	3234983
Anaesthesiology and Intensive Care	13104284
Anaesthetic Pharmacology and Physiology Review	13622013
Anaesthetic Pharmacology Review	9667954
Anais Brasileiros de Dermatologia	3650596
Anais brasileiros de dermatologia e sifilografia	3650618
Anais brasileiros de ginecologia	3650677
Anais da Escola Nacional de Saude Publica e de Medicina Tropical	759767
Anais de enfermagem	
Anais do Instituto de Higiene e Medicina Tropical	3037762
Anais do Instituto de Medicina Tropical	3653307
Anales de Anatomia	5699894
Anales de Cirugia Cardiaca y Cirugia Vascular	11352760
Anales de Cirugia Vascular	11302542
Anales de la Real Academia de Farmacia	340618
Anales de la Real Academia Nacional de Farmacia	16974271
Anales de la Real Academia Nacional de Medicina	340634
Anales de Medicina Interna	2127199
Anales de Patologia Vascular	18875890
Anales de Pediatria	16954033
Anales de Pediatria Continuada	16962818
Anales de Pediatria Monografias	16962737
Anales de Psiquiatria	2130599
Anales del Sistema Sanitario de Navarra	11376627
Anales Espanoles de Pediatria	3024342
Anales Otorrinolaringologicos Ibero-Americanos	3038874
Anales Venezolanos de Nutricion	7980752
"Anali Klinicke Bolnice ""Dr. M. Stojanovic"""	3012255
Analysis and Intervention In Developmental Disablities	2704684
Analytical and Quantitative Cytology	1900471
Analytical and Quantitative Cytology and Histology	8846812
Analytical Cellular Pathology	9218912
Analytical Chemistry Insights	11773901
Analytical Instrumentation	7435797
Analytical Letters	32719
"Anasthesie, Intensivtherapie, Notfallmedizin"	1741837
"Anasthesiologie Intensivmedizin Notfallmedizin Schmerztherapie, Supplement"	14307790
Anasthesiologie und Intensivmedizin	1705334
"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS"	9392661
Anasthesiologische und Intensivmedizinische Praxis	3036200
Anatolian Journal of Clinical Investigation	13068814
Anatomia Clinica	3436098
"Anatomic pathology (Chicago, Ill. : annual)"	10565884
Anatomical Record	0003276X
Anatomical Record	19328486
"Anatomical Record - Part A Discoveries in Molecular, Cellular, and Evolutionary Biology"	15524884
Anatomical Record - Part B New Anatomist	15524906
Anatomical Science International	14476959
Anatomical Sciences Education	19359772
Anatomische Hefte	1775154
Anatomischer Anzeiger	32786
Anatomy and Embryology	3402061
Andrologia	3034569
Andrologie	11662654
Anestesia en Mexico	14050056
Anestezi Dergisi	13000578
Anesteziologie a Intenzivni Medicina	12142158
Anesteziologie a Neodkladna Pece	8624968
Anesteziologiya i Reanimatologiya	2017563
Anestezjologia Intensywna Terapia	2091712
Anesthesia & pain control in dentistry	10557601
Anesthesia and Analgesia	32999
Anesthesia and Resuscitation	3851664
Anesthesia Progress	33006
Anesthesiology	33022
Anesthesiology Clinics of North America	8898537
Anesthesiology clinics.	19322275
Anesthesiology Research and Practice	16876962
Anesthesiology Review	934437
Angeiologie	33049
Angewandte Chemie	448249
Angiologia	33170
Angiologica	33189
Angiologiia i sosudistaia khirurgiia = Angiology and vascular surgery	10276661
Angiology	33197
Angle Orthodontist	33219
Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology	9728074
Animal Blood Groups and Biochemical Genetics	33480
Animal health research reviews / Conference of Research Workers in Animal Diseases	14662523
Animal Nutrition and Feed Technology	9722963
Animal production	33561
Animal Reproduction Science	3784320
Animal Science Papers and Reports	8604037
Animal Welfare	9627286
Ankara Universitesi Veteriner Fakultesi Dergisi	13000861
ANNA journal / American Nephrology Nurses' Association	87500779
Annales Academiae Medicae Gedanensis	3034135
Annales Academiae Medicae Stetinensis	1427440X
Annales belges de médecine militaire. Belgisch tijdschrift voor militaire geneeskunde	
Annales Chirurgiae et Gynaecologiae	3559521
Annales chirurgiae et gynaecologiae Fenniae	33855
Annales chirurgiae et gynaecologiae Fenniae. Supplementum	662038
Annales chirurgiae et gynaecologiae. Supplementum	3559874
Annales d'Anatomie Pathologique	33871
"Annales de Biologie Animale, Biochimie, Biophysique"	0003388X
Annales de Biologie Clinique	33898
Annales de Cardiologie et d'Angeiologie	33928
Annales de Chirurgie	33944
Annales de Chirurgie de la Main	7539053
Annales de Chirurgie de la Main et du Membre Superieur	11532424
Annales de Chirurgie Infantile	33952
Annales de Chirurgie Plastique	33960
Annales de Chirurgie Plastique et Esthetique	2941260
Annales de chirurgie thoracique et cardio-vasculaire	662054
Annales de Dermatologie et de Syphiligraphie	33979
Annales de Dermatologie et de Venereologie	1519638
Annales de Gastroenterologie et d'Hepatologie	662070
Annales de la Societe Belge de Medecine Tropicale	3656527
Annales de l'Anesthesiologie Francaise	34061
Annales de l'Institut Pasteur	202444
Annales de l'Institut Pasteur - Immunology	7692625
Annales de l'Institut Pasteur Microbiology	7692609
Annales de l'Institut Pasteur Virology	7692617
Annales de l'Institut Pasteur/Actualites	9244204
Annales de Medecine Interne	0003410X
Annales de Medecine Physique	4024621
Annales de Medecine Veterinaire	34118
Annales de Microbiologie	3005410
Annales de Normandie	34134
Annales de Pathologie	2426498
Annales de Pediatrie	662097
Annales de Physique Biologique et Medicale	290793
Annales de Psychiatrie	7687559
Annales de Radiologie	34185
Annales de Readaptation et de Medecine Physique	1686054
Annales de Recherches Veterinaires	34193
Annales de Virologie	2425017
Annales d'Endocrinologie	34266
Annales des Falsifications et de l'Expertise Chimique	34274
Annales des falsifications et des fraudes	3652157
Annales d'Histochimie	34355
Annales d'Immunologie	3004910
Annales d'Oculistique	34371
Annales d'Oto-Laryngologie et de Chirurgie Cervico-Faciale	0003438X
Annales du Midi	34398
Annales d'Urologie	34401
Annales Francaises d'Anesthesie et de Reanimation	7507658
Annales Medicales de Nancy	34460
Annales Medicales de Nancy et de l'Est	2213796
Annales Medicales de Nancy et de Lorraine	12836656
Annales medicinae experimentalis et biologiae Fenniae	34479
Annales medicinae internae Fenniae	3654362
Annales Medico-Psychologiques	34487
Annales Nestle	5178606
Annales paediatriae Fenniae	5701732
Annales Universitatis Mariae Curie-Sklodowska - Sectio D. Medicina	662240
Annales Universitatis Saraviensis Medicinae	1736973
Annales Universitatis Saraviensis. Medizin	34533
Annali Degli Ospedali San Camillo e Forlanini	11274867
Annali dell'Istituto e museo di storia della scienza di Firenze	3913341
Annali dell'Istituto Superiore di Sanita	212571
Annali di igiene : medicina preventiva e di comunita	11209135
"Annali di laringologia, otologia, rinologia, faringologia"	662267
Annali di microbiologia ed enzimologia	34649
Annali di Ottalmologia e Clinica Oculistica	34665
Annali di Radiologia Diagnostica	34673
Annali d'igiene	3654842
Annali Italiani di Chirurgia	0003469X
Annali Italiani di Dermatologia Allergologica Clinica e Sperimentale	15926826
Annali Italiani di Dermatologia Clinica e Sperimentale	0365169X
Annali italiani di dermatologia e sifilografia	34703
Annali Italiani di Medicina Interna	3939340
"Annali Italiani di Medicina Interna, Supplement"	11220538
Annali Sclavo - Rivista di Microbiologia e di Immunologia	0003472X
Annali Sclavo. Collana monografica	0003472X
Annals of African Medicine	15963519
Annals of Agricultural and Environmental Medicine	12321966
Annals of Allergy	34738
"Annals of Allergy, Asthma and Immunology"	10811206
Annals of Anatomy	9409602
Annals of Animal Science	16423402
Annals of Behavioral Medicine	8836612
Annals of biochemistry and experimental medicine	3650642
Annals of Cancer Research and Therapy	13446835
Annals of Cardiac Anaesthesia	9719784
Annals of Clinical and Laboratory Science	917370
Annals of Clinical Microbiology and Antimicrobials	14760711
Annals of Clinical Psychiatry	10401237
Annals of Clinical Research	34762
Annals of Dentistry	34770
Annals of Dermatology	10139087
Annals of Diagnostic Pathology	10929134
Annals of Dyslexia	7369387
Annals of Emergency Medicine	1960644
Annals of Epidemiology	10472797
Annals of eugenics	
Annals of Family Medicine	15441709
Annals of Fundeni Hospital	12243450
Annals of Gastroenterology	11087471
Annals of General Hospital Psychiatry	14752832
Annals of General Psychiatry	1744859X
"Annals of health law / Loyola University Chicago, School of Law, Institute for Health Law"	10752994
Annals of Hematology	9395555
"Annals of Hematology, Supplement"	9458077
Annals of hepatology : official journal of the Mexican Association of Hepatology	16652681
Annals of Human Biology	3014460
Annals of Human Genetics	34800
Annals of Indian Academy of Neurology	9722327
Annals of Internal Medicine	34819
Annals of Long-Term Care	15247929
Annals of Medical Sciences	13000683
Annals of Medicine	7853890
Annals of Neurology	3645134
Annals of Noninvasive Electrocardiology	1082720X
Annals of Nuclear Medicine	9147187
Annals of Nutrition and Metabolism	2506807
Annals of Occupational Hygiene	34878
Annals of Oncology	9237534
Annals of Ophthalmology	15304086
Annals of Ophthalmology - Glaucoma	10794794
"Annals of Otology, Rhinology and Laryngology"	34894
Annals of Pediatric Cardiology	9742069
Annals of periodontology / the American Academy of Periodontology	15530841
Annals of Pharmacotherapy	10600280
Annals of Physical and Rehabilitation Medicine	18770657
Annals of Physical Medicine	3655547
Annals of Physiological Anthropology	2878429
Annals of Plastic Surgery	1487043
Annals of Saudi Medicine	2564947
Annals of Surgery	34932
Annals of Surgical Innovation and Research	
Annals of Surgical Oncology	10689265
"Annals of the Academy of Medicine, Singapore"	3044602
Annals of the College of Surgeons of Hong Kong	10284001
Annals of the ICRP (International Commission on Radiological Protection)	1466453
Annals of the Rheumatic Diseases	34967
Annals of the Royal Australasian College of Dental Surgeons	1581570
Annals of the Royal College of Physicians and Surgeons of Canada	358800
Annals of the Royal College of Surgeons of England	358843
Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia	13411098
Annals of Thoracic Medicine	18171737
Annals of Thoracic Surgery	34975
Annals of transplantation : quarterly of the Polish Transplantation Society	14259524
Annals of Tropical Medicine and Parasitology	34983
Annals of Tropical Medicine and Public Health	17556783
Annals of Tropical Paediatrics: International Child Health	2724936
Annals of Vascular Surgery	8905096
Annual Report of the Research Institute of Environmental Medicine Nagoya University	4694759
Annual Review of Biomedical Engineering	15239829
Annual Review of Biomedical Sciences	15173011
Annual Review of Biophysics and Bioengineering	846589
Annual Review of Clinical Psychology	15485943
Annual Review of CyberTherapy and Telemedicine	15548716
Annual Review of Genomics and Human Genetics	15278204
Annual Review of Gerontology and Geriatrics	1988794
Annual Review of Immunology	7320582
Annual Review of Medicine	664219
Annual review of nuclear science	664243
Annual Review of Nursing Education	1542412X
Annual review of nursing research	7396686
